,T2M,RH2M,Date
1286,32.43,62.25,2019-07-10
1287,31.94,62.88,2019-07-11
1288,32.13,62.69,2019-07-12
1289,32.21,62.38,2019-07-13
1290,32.74,57.62,2019-07-14
1291,32.44,58.62,2019-07-15
1292,32.84,57.06,2019-07-16
1293,32.79,57.31,2019-07-17
1294,32.29,57.69,2019-07-18
1295,33.19,55.81,2019-07-19
1296,33.87,53.19,2019-07-20
1297,32.94,59.25,2019-07-21
1298,32.15,65.69,2019-07-22
1299,32.62,66.94,2019-07-23
1300,31.87,69.38,2019-07-24
1301,30.86,68.38,2019-07-25
1302,29.75,72.62,2019-07-26
1303,30.23,70.81,2019-07-27
1304,29.12,75.31,2019-07-28
1305,28.45,80.31,2019-07-29
1306,29.12,75.31,2019-07-30
1307,28.9,78.5,2019-07-31
1308,27.18,87.94,2019-08-01
1309,28.68,83.38,2019-08-02
1310,28.02,87.62,2019-08-03
1311,27.75,87.69,2019-08-04
1312,27.7,85.81,2019-08-05
1313,28.98,81.5,2019-08-06
1314,28.8,81.75,2019-08-07
1315,27.82,86.5,2019-08-08
1316,26.95,92.56,2019-08-09
1317,26.87,90.69,2019-08-10
1318,27.41,88.5,2019-08-11
1319,27.74,85.19,2019-08-12
1320,28.34,84.94,2019-08-13
1321,28.08,86.62,2019-08-14
1322,26.66,91.75,2019-08-15
1323,27.53,87.69,2019-08-16
1324,27.53,86.94,2019-08-17
1325,27.96,85.0,2019-08-18
1326,28.14,84.06,2019-08-19
1327,28.26,84.25,2019-08-20
1328,27.92,83.44,2019-08-21
1329,27.54,83.5,2019-08-22
1330,27.62,82.5,2019-08-23
1331,28.07,80.69,2019-08-24
1332,27.99,80.94,2019-08-25
1333,26.18,90.19,2019-08-26
1334,26.76,88.38,2019-08-27
1335,27.07,89.19,2019-08-28
1336,27.88,87.19,2019-08-29
1337,28.07,86.62,2019-08-30
1338,28.5,85.81,2019-08-31
1339,28.37,88.25,2019-09-01
1340,27.87,88.69,2019-09-02
1341,28.04,87.31,2019-09-03
1342,28.23,89.75,2019-09-04
1343,27.81,91.69,2019-09-05
1344,28.22,91.06,2019-09-06
1345,28.22,90.0,2019-09-07
